#,nl,bash
80,I downloaded a zip file how do I unzip it,unzip ~/Downloads/archive.zip -d ~/Downloads/
81,unzip this file I downloaded into a new folder called extracted,unzip ~/Downloads/files.zip -d ~/Downloads/extracted
82,extract the contents of this zip,unzip ~/Downloads/photos.zip -d ~/Pictures/
83,compress my reports folder into a single zip file,zip -r ~/reports.zip ~/reports
84,zip up the documents folder into one archive,zip -r ~/Documents_backup.zip ~/Documents
85,package my whole projects folder into a compressed file for emailing,tar czf ~/projects_$(date +%F).tar.gz -C ~ projects
86,create a compressed archive of my photos folder,tar czf ~/photos_backup.tar.gz -C ~ Pictures
87,I have a tar.gz file how do I open it,tar xzf ~/Downloads/release.tar.gz -C ~/Downloads/
88,extract this tarball into my projects folder,tar xzf ~/Downloads/source.tar.gz -C ~/projects/
89,what files are inside this tar archive without extracting it,tar tzf ~/Downloads/release.tar.gz
90,peek inside this gz file and list its contents,tar tzf ~/Downloads/data.tar.gz
91,pull out just the readme file from inside this tarball,tar xzf ~/Downloads/project.tar.gz -C ~/Downloads/ project/README.md
92,extract only the config file from this archive,tar xzf ~/Downloads/app.tar.gz -C ~/Downloads/ app/config.yaml
93,make a compressed archive of my projects folder but skip the node modules folders,tar czf ~/projects.tar.gz --exclude='node_modules' -C ~ projects
94,zip my source code but leave out the build folder,tar czf ~/source.tar.gz --exclude='build' --exclude='dist' -C ~/projects myapp
95,compress this big log file to save space,gzip ~/logs/syslog.20260520
96,shrink this database dump with gzip,gzip ~/backups/db_dump.sql
97,uncompress this gz file back to the original,gunzip ~/Downloads/data.csv.gz
98,decompress the log file so I can read it,gunzip ~/logs/syslog.20260520.gz
99,make this file executable so I can run it,chmod +x ~/scripts/start.sh
100,give this script permission to be run,chmod +x ~/projects/myapp/deploy.sh
101,let everyone read this file but not change it,chmod a=r ~/Documents/public_notice.txt
102,take away write permission from the group on this file,chmod g-w ~/Documents/report.pdf
103,only let me read and write this file nobody else,chmod 600 ~/.ssh/id_ed25519
104,set this folder so only I can use it,chmod 700 ~/private
105,make this file readable by everyone but only writable by me,chmod 644 ~/Documents/changelog.md
106,set the standard permissions for a website folder,chmod 755 ~/sites/blog
107,lock this file down to owner only with full access,chmod 700 ~/Documents/private_journal.txt
108,fix the permissions on my pictures folder recursively,chmod -R 755 ~/Pictures
109,make all the scripts in this folder runnable,chmod -R +x ~/scripts
110,change who owns this folder to me,chown -R $USER:$USER ~/projects/myapp
111,make a shortcut on my desktop that points to my projects folder,ln -s ~/projects ~/Desktop/projects_link
112,create a symlink to the config file in my home directory,ln -s ~/projects/myapp/config.yaml ~/config.yaml
113,make a hard link from this document to a second name,ln ~/Documents/notes.txt ~/Documents/notes_link.txt
114,where does this shortcut actually point to,readlink ~/Desktop/projects_link
115,find all the broken shortcuts in my home folder,find ~ -xtype l
116,show me all the dead symlinks under home,find ~ -type l ! -exec test -e {} \; -print
117,atomically replace this shortcut to point to a new location,ln -sfn ~/projects/newapp ~/current
118,find every pdf file in my documents folder,find ~/Documents -type f -name '*.pdf'
119,I want to see all the jpg photos under pictures,find ~/Pictures -type f -name '*.jpg'
120,list every subfolder under projects,find ~/projects -type d
121,show me only the files not the folders in this tree,find ~/Documents -type f
122,what files have changed in the last 7 days under home,find ~ -type f -mtime -7
123,find every file I changed today in my projects folder,find ~/projects -type f -mtime 0
124,show me files larger than 100 megabytes in downloads,find ~/Downloads -type f -size +100M
125,find any really small files under 1 kilobyte in my logs folder,find ~/logs -type f -size -1k
126,list all files owned by my user under the projects folder,find ~/projects -type f -user $USER
127,find every file with permissions set to wide open 777,find ~ -type f -perm 777
128,show me all the empty files in my downloads,find ~/Downloads -type f -empty
129,list the empty folders inside documents,find ~/Documents -type d -empty
130,tell me everything about this file when it was made size permissions,stat ~/Documents/report.pdf
131,what kind of file is this exactly,file ~/Downloads/unknown_blob
132,is this an image or a text file,file ~/Downloads/attachment
133,how many lines are in this text file,wc -l ~/Documents/notes.txt
134,count the lines in my todo list,wc -l ~/Documents/todo.txt
135,how many characters are in this file,wc -c ~/Documents/essay.txt
136,show me a detailed file listing including hidden files,ls -lah ~
137,list everything in my documents folder with sizes and dates,ls -lah ~/Documents
138,how big is my downloads folder total,du -sh ~/Downloads
139,what is the size of my projects directory,du -sh ~/projects
140,check if a file called report.pdf exists in documents,test -e ~/Documents/report.pdf && echo exists || echo missing
141,does my dotfile bashrc exist in home,test -f ~/.bashrc && echo yes || echo no
142,replace every instance of foo with bar in this config file,sed -i 's/foo/bar/g' ~/projects/myapp/config.yaml
143,swap localhost for 127.0.0.1 in this hosts list,sed -i 's/localhost/127.0.0.1/g' ~/projects/myapp/hosts.txt
144,fix the typo teh to the in this draft,sed -i 's/teh/the/g' ~/Documents/draft.txt
145,add a new line at the end of my todo list,echo 'buy groceries' >> ~/Documents/todo.txt
146,append a comment to the bottom of my bashrc,echo '# updated 2026-05-28' >> ~/.bashrc
147,tack on another todo item to my list,echo 'call dentist' >> ~/Documents/todo.txt
148,stick a new shebang line at the top of this script,sed -i '1i #!/bin/bash' ~/scripts/run.sh
149,insert a header line at the top of this csv,"sed -i '1i name,email,phone' ~/Documents/contacts.csv"
150,insert a note as line 5 of my journal file,sed -i '5i Inserted note on 2026-05-28' ~/Documents/journal.txt
151,delete every line that has the word debug in it from this config,sed -i '/debug/d' ~/projects/myapp/config.yaml
152,remove all blank lines from this text file,sed -i '/^$/d' ~/Documents/notes.txt
153,strip out every line containing the word TODO from this file,sed -i '/TODO/d' ~/projects/myapp/main.py
154,compare these two versions of the config file and show what changed,diff -u ~/projects/myapp/config.yaml ~/projects/myapp/config.yaml.bak
155,show the differences between my old and new resume,diff -u ~/Documents/resume_old.txt ~/Documents/resume_new.txt
156,are these two files exactly identical,cmp ~/Documents/a.bin ~/Documents/b.bin && echo same || echo different
157,tell me if file1 and file2 in my downloads are the same,cmp ~/Downloads/file1.zip ~/Downloads/file2.zip && echo identical || echo different
158,watch this log file and tell me when it changes,inotifywait -m ~/logs/app.log
159,alert me when anything in this folder is modified,inotifywait -m -r ~/projects/myapp
160,keep showing me the file list updated every 2 seconds,watch -n 2 ls -lah ~/Downloads
161,monitor the size of this growing file,watch -n 1 'stat -c %s ~/logs/app.log'
162,make this file read only so I dont accidentally edit it,chmod 444 ~/Documents/final_contract.pdf
163,where did i save my tax return last year,find ~ -iname '*tax*2025*' 2>/dev/null
164,locate that pdf about climate change i downloaded,find ~ -iname '*climate*.pdf' 2>/dev/null
165,find every photo on my computer,find ~ -type f \( -iname '*.jpg' -o -iname '*.jpeg' -o -iname '*.png' -o -iname '*.heic' \)
166,show me all the word documents i have,find ~ -type f \( -iname '*.docx' -o -iname '*.doc' \)
167,track down a file called invoice march somewhere on my machine,find ~ -iname '*invoice*march*' 2>/dev/null
168,hunt for any file with the word resume in the name,find ~ -iname '*resume*' 2>/dev/null
169,look up all my excel spreadsheets,find ~ -type f \( -iname '*.xlsx' -o -iname '*.xls' -o -iname '*.csv' \)
170,find every powerpoint deck on my computer,find ~ -type f \( -iname '*.pptx' -o -iname '*.ppt' \)
171,show me all videos i have downloaded,find ~/Downloads -type f \( -iname '*.mp4' -o -iname '*.mkv' -o -iname '*.mov' -o -iname '*.avi' \)
172,scan for any zip files in my downloads,find ~/Downloads -type f -iname '*.zip'
173,any python scripts in my home folder,find ~ -type f -iname '*.py'
174,find files i changed today,find ~ -type f -mtime 0
175,show me everything i edited yesterday,find ~ -type f -mtime 1
176,which files have i changed in the last hour,find ~ -type f -mmin -60
177,anything modified this week in my projects folder,find ~/projects -type f -mtime -7
178,files i havent touched in a year,find ~ -type f -mtime +365
179,show me empty files in my downloads,find ~/Downloads -type f -empty
180,find empty folders i can clean up,find ~ -type d -empty
181,any file bigger than 500 megabytes in my home,find ~ -type f -size +500M
182,find files larger than a gig,find ~ -type f -size +1G
183,show files between 100 and 500 megabytes,find ~ -type f -size +100M -size -500M
184,look for very small files under 1k,find ~ -type f -size -1k
185,find which file has my api key in it,grep -rln 'api_key' ~/projects 2>/dev/null
186,which config file mentions port 8080,grep -rln '8080' ~/projects /etc 2>/dev/null
187,search all my notes for the word meeting,grep -rn 'meeting' ~/Documents/notes/ 2>/dev/null
188,find any file that contains my email address,grep -rln 'abhimava@andrew.cmu.edu' ~ 2>/dev/null
189,look inside every text file for the word password,grep -rln 'password' ~ --include='*.txt' 2>/dev/null
190,search my code for TODO comments,grep -rn 'TODO' ~/projects/myapp
191,count how many lines mention error in this log file,grep -c 'error' ~/logs/app.log
192,show me the lines with WARN in my java log,grep 'WARN' ~/logs/server.log
193,find errors but ignore the word notice,grep 'error' ~/logs/app.log | grep -v 'notice'
194,how much room is left on my drive,df -h /
195,am i running low on storage,df -h ~
196,which folder is hogging all my space,du -sh ~/* 2>/dev/null | sort -hr | head -20
197,what is taking up so much room in my downloads,du -sh ~/Downloads/* 2>/dev/null | sort -hr | head -20
198,show me the biggest folders in documents,du -sh ~/Documents/* 2>/dev/null | sort -hr | head -10
199,how big is my home folder total,du -sh ~
200,size of the trash folder,du -sh ~/.local/share/Trash
201,how much is the browser cache eating,du -sh ~/.cache/google-chrome ~/.cache/mozilla 2>/dev/null
202,empty my trash to free up space,rm -rf ~/.local/share/Trash/files/* ~/.local/share/Trash/info/*
203,clear out my browser cache to free space,rm -rf ~/.cache/google-chrome ~/.cache/mozilla
204,delete temp files in my user temp folder,rm -rf /tmp/*-$USER-* 2>/dev/null
205,free up space by removing thumbnail cache,rm -rf ~/.cache/thumbnails/*
206,unzip this file i just downloaded,unzip ~/Downloads/archive.zip -d ~/Downloads/
207,how do i open this tar.gz file,tar -xzf ~/Downloads/package.tar.gz -C ~/Downloads/
208,extract this rar file,unrar x ~/Downloads/package.rar ~/Downloads/
209,open this 7zip archive,7z x ~/Downloads/archive.7z -o/home/$USER/Downloads/
210,decompress this tar.bz2 file,tar -xjf ~/Downloads/package.tar.bz2 -C ~/Downloads/
211,extract that tar.xz package i grabbed,tar -xJf ~/Downloads/package.tar.xz -C ~/Downloads/
212,just take a peek inside this zip without unpacking,unzip -l ~/Downloads/archive.zip
213,list whats inside this tar archive without extracting,tar -tzf ~/Downloads/package.tar.gz
214,compress my photos folder into a zip,zip -r ~/photos.zip ~/Pictures/
215,make a tar.gz of my project folder,tar -czf ~/myapp.tar.gz -C ~ projects/myapp
216,bundle up my documents folder for emailing,tar -czf ~/Desktop/documents.tar.gz -C ~ Documents/
217,zip these three files together,zip ~/Desktop/bundle.zip ~/Documents/a.txt ~/Documents/b.txt ~/Documents/c.txt
218,make a password protected zip of this folder,zip -er ~/Desktop/private.zip ~/Documents/private/
219,whats hogging my cpu right now,top -bn1 | head -20
220,which app is using all my memory,ps aux --sort=-%mem | head -10
221,show me the top 10 cpu hogs,ps aux --sort=-%cpu | head -11
222,is firefox running,pgrep -a firefox
223,see all the chrome processes,pgrep -a chrome
224,how many processes do i have running,ps aux | wc -l
225,show me all my running programs,ps -u $USER
226,kill the spotify app its frozen,pkill -f spotify
227,close all my chrome windows,pkill -f chrome
228,force quit slack its stuck,pkill -9 -f slack
229,how long has my computer been on,uptime -p
230,when did i last boot up,who -b
231,show me the load average,uptime
232,which process is listening on port 8080,lsof -i :8080
233,whats using port 443,lsof -i :443
234,how much ram am i using,free -h
235,am i out of memory,free -h
236,show me cpu temperature,sensors 2>/dev/null || echo 'install lm-sensors first'
237,how many cpu cores do i have,nproc
238,what kind of cpu is in this computer,lscpu | head -20
239,show me hardware info about this machine,lshw -short 2>/dev/null || sudo lshw -short
240,whats my ip address,ip -4 addr show | grep inet
241,what is my external ip,curl -s ifconfig.me
242,am i connected to the internet,ping -c 3 8.8.8.8
243,can i reach google,ping -c 4 google.com
244,test my dns is working,nslookup google.com
245,look up the ip for github,dig +short github.com
246,show me my wifi network name,"iwgetid -r 2>/dev/null || nmcli -t -f active,ssid dev wifi | grep '^yes'"
247,list available wifi networks,nmcli dev wifi list
248,connect to the wifi called HomeNet,nmcli dev wifi connect HomeNet
249,forget that wifi network,nmcli connection delete HomeNet
250,see all my network interfaces,ip link show
251,show open network ports on my computer,ss -tuln
252,which programs are using the internet right now,ss -tunap 2>/dev/null
253,download this file from the internet,wget -P ~/Downloads/ https://example.com/file.zip
254,grab this file with curl,curl -L -o ~/Downloads/file.zip https://example.com/file.zip
255,test how fast my internet is,curl -s https://raw.githubusercontent.com/sivel/speedtest-cli/master/speedtest.py | python3
256,check my dns server,grep nameserver /etc/resolv.conf
257,traceroute to github,traceroute github.com
258,see the system log from today,journalctl --since today
259,show me errors from the system log,journalctl -p err -n 100
260,what happened the last time i booted,journalctl -b -1 -p err
261,watch the system log live,journalctl -f
262,show me the kernel messages,dmesg | tail -50
263,any errors in the syslog,grep -i error /var/log/syslog 2>/dev/null | tail -20
264,show me only the last 100 lines of the auth log,tail -100 /var/log/auth.log 2>/dev/null
265,see the nginx access log,tail -50 /var/log/nginx/access.log 2>/dev/null
266,tail the nginx error log live,tail -f /var/log/nginx/error.log 2>/dev/null
267,is my web server running,systemctl status nginx
268,is postgres running,systemctl status postgresql
269,check if docker is up,systemctl status docker
270,list all the services on my computer,systemctl list-units --type=service
271,show me failed services,systemctl --failed
272,list services that start at boot,systemctl list-unit-files --state=enabled --type=service
273,what time is it,date
274,show me the date in iso format,date -I
275,whats the unix timestamp right now,date +%s
276,what day of the week is it,date +%A
277,show me a calendar for this month,cal
278,calendar for the whole year,cal 2026
279,what timezone am i in,timedatectl | grep 'Time zone'
280,count how many lines are in this file,wc -l ~/Documents/longreport.txt
281,how many words is my essay,wc -w ~/Documents/essay.txt
282,character count of this file,wc -c ~/Documents/article.md
283,show me unique lines in this list,sort -u ~/Documents/emails.txt
284,how many unique entries in this file,sort -u ~/Documents/emails.txt | wc -l
285,get rid of duplicate lines in this csv,sort -u -o ~/Documents/data.csv ~/Documents/data.csv
286,alphabetize this list of names,sort -o ~/Documents/names.txt ~/Documents/names.txt
287,sort this number list smallest to largest,sort -n -o ~/Documents/numbers.txt ~/Documents/numbers.txt
288,reverse the order of lines in this file,tac ~/Documents/notes.txt > ~/Documents/notes_reversed.txt
289,shuffle these lines randomly,shuf ~/Documents/list.txt > ~/Documents/shuffled.txt
290,first 50 lines of this giant log,head -50 ~/logs/app.log
291,last 200 lines of this csv file,tail -200 ~/Documents/transactions.csv
292,see lines 100 to 120 of this file,"sed -n '100,120p' ~/Documents/longreport.txt"
293,save my current work in git,git -C ~/projects/myapp add -A && git -C ~/projects/myapp commit -m 'wip'
294,what files have i changed since last commit,git -C ~/projects/myapp status
295,show me what changed in this project,git -C ~/projects/myapp diff
296,see my recent commits,git -C ~/projects/myapp log --oneline -20
297,how do i undo my last commit but keep the changes,git -C ~/projects/myapp reset --soft HEAD~1
298,push my changes up to github,git -C ~/projects/myapp push
299,download the latest from github,git -C ~/projects/myapp pull
300,clone the dotfiles repo onto my computer,git clone https://github.com/$USER/dotfiles.git ~/projects/dotfiles
301,which branch am i on,git -C ~/projects/myapp branch --show-current
302,switch to the develop branch,git -C ~/projects/myapp checkout develop
303,make a new branch called fix-login,git -C ~/projects/myapp checkout -b fix-login
304,delete the old feature branch i finished with,git -C ~/projects/myapp branch -d old-feature
305,show me who edited this file last,git -C ~/projects/myapp log -1 --pretty=format:'%an %ad' -- src/main.py
306,open this folder in the file manager,xdg-open ~/Documents
307,open this pdf with the default viewer,xdg-open ~/Documents/report.pdf
308,preview this image,xdg-open ~/Pictures/screenshot.png
309,play this video file,xdg-open ~/Videos/recording.mp4
310,open a terminal here,gnome-terminal --working-directory=$PWD 2>/dev/null || x-terminal-emulator
311,which version of python do i have,python3 --version
312,which node version is installed,node --version
313,show me the bash version,bash --version | head -1
314,which version of ubuntu am i running,lsb_release -a 2>/dev/null
315,kernel version,uname -r
316,show me all my environment variables,env
317,what is my path variable,echo $PATH
318,where is the python executable,which python3
319,find where curl lives,which curl
320,history of commands i ran today,history | tail -50
321,clear my command history,history -c && history -w
322,rerun my last command,!!
323,search my command history for git push,history | grep 'git push'
324,make this script runnable,chmod +x ~/scripts/deploy.sh
325,give this shell script execute permission,chmod +x ~/projects/myapp/build.sh
326,lock down permissions on my ssh key,chmod 600 ~/.ssh/id_ed25519
327,fix permissions on my ssh folder,chmod 700 ~/.ssh && chmod 600 ~/.ssh/id_* && chmod 644 ~/.ssh/*.pub
328,see who owns this file,stat -c '%U:%G' ~/Documents/report.pdf
329,show me file permissions in this folder,ls -la ~/Documents/
330,rename all my jpgs to lowercase,"for f in ~/Pictures/*.JPG; do mv -- ""$f"" ""${f%.JPG}.jpg""; done"
331,add a date prefix to all the pdfs in this folder,"for f in ~/Documents/*.pdf; do mv -- ""$f"" ""$(dirname ""$f"")/2026-05-28_$(basename ""$f"")""; done"
332,rename file old.txt to new.txt,mv ~/Documents/old.txt ~/Documents/new.txt
333,change extension from .txt to .md on this file,mv ~/Documents/notes.txt ~/Documents/notes.md
334,copy this file path to my clipboard,echo -n ~/Documents/report.pdf | xclip -selection clipboard
335,paste from my clipboard into a file,xclip -selection clipboard -o > ~/Documents/clipboard.txt
336,get the md5 hash of this file,md5sum ~/Downloads/installer.iso
337,compute sha256 of this download,sha256sum ~/Downloads/installer.iso
338,verify the checksum of this iso matches,sha256sum -c ~/Downloads/installer.iso.sha256
339,open my bashrc in nano,nano ~/.bashrc
340,edit my vimrc,nano ~/.vimrc
341,open my ssh config,nano ~/.ssh/config
342,create a new bash alias,"echo ""alias ll='ls -lah'"" >> ~/.bashrc && source ~/.bashrc"
343,reload my bashrc,source ~/.bashrc
344,create a shortcut from my dotfiles to home,ln -s ~/projects/dotfiles/.bashrc ~/.bashrc
345,link this script into my path,ln -s ~/projects/myapp/run.sh ~/.local/bin/run
346,convert this png to jpg,convert ~/Pictures/image.png ~/Pictures/image.jpg
347,resize this image to 800 wide,convert ~/Pictures/photo.jpg -resize 800x ~/Pictures/photo_small.jpg
348,rotate this photo 90 degrees,convert ~/Pictures/photo.jpg -rotate 90 ~/Pictures/photo_rotated.jpg
349,merge these pdfs into one,pdfunite ~/Documents/a.pdf ~/Documents/b.pdf ~/Documents/c.pdf ~/Documents/merged.pdf
350,split this pdf into pages,pdfseparate ~/Documents/book.pdf ~/Documents/page_%d.pdf
351,convert this docx to pdf,libreoffice --headless --convert-to pdf --outdir ~/Documents/ ~/Documents/report.docx
352,extract text from this pdf,pdftotext ~/Documents/article.pdf ~/Documents/article.txt
353,convert this video to mp4,ffmpeg -i ~/Videos/recording.mkv ~/Videos/recording.mp4
354,extract audio from this video as mp3,ffmpeg -i ~/Videos/lecture.mp4 -q:a 0 -map a ~/Music/lecture.mp3
355,trim this video to the first 30 seconds,ffmpeg -i ~/Videos/clip.mp4 -t 30 -c copy ~/Videos/clip_30s.mp4
356,resize this video to 720p,ffmpeg -i ~/Videos/big.mp4 -vf scale=-2:720 ~/Videos/big_720p.mp4
357,take a screenshot of my whole screen,gnome-screenshot -f ~/Pictures/screenshot.png
358,screenshot just one window,gnome-screenshot -w -f ~/Pictures/window.png
359,my terminal is messed up reset it,reset
360,clear the screen,clear
361,show me everyone logged in,who
362,show me my username,whoami
363,which groups am i in,groups
364,change my password,passwd
365,set my hostname display,echo $HOSTNAME
366,list my scheduled jobs,crontab -l
367,edit my scheduled jobs,crontab -e
368,remove all my scheduled jobs,crontab -r
369,see all my shell aliases,alias
370,show me what ll points to,type ll
371,update the locate database so locate finds new files,updatedb 2>/dev/null || sudo updatedb
372,locate every file named config.json,locate config.json
373,show me all mounted drives,mount | grep -E '^/dev'
374,list usb drives plugged in,"lsblk -o NAME,SIZE,MOUNTPOINT,TYPE | grep -E 'disk|part'"
375,how full are all my mounts,df -h
376,show me a json file pretty printed,python3 -m json.tool ~/Downloads/data.json
377,validate this json file,python3 -m json.tool ~/Downloads/data.json > /dev/null && echo valid
378,convert tabs to spaces in this file,expand -t 4 ~/projects/myapp/main.py > /tmp/main.py && mv /tmp/main.py ~/projects/myapp/main.py
379,strip trailing whitespace from this file,sed -i 's/[[:space:]]*$//' ~/projects/myapp/main.py
380,show me the contents of this file in pages,less ~/Documents/longreport.txt
381,just print the file out,cat ~/Documents/notes.txt
382,show this file with line numbers,cat -n ~/projects/myapp/main.py
383,dump this binary file as hex,xxd ~/Downloads/file.bin | head -50
384,what kind of file is this,file ~/Downloads/unknown.bin
385,how many files in my downloads folder,ls -1 ~/Downloads | wc -l
386,count the photos in my pictures folder,find ~/Pictures -type f \( -iname '*.jpg' -o -iname '*.png' \) | wc -l
387,eject the usb drive,udisksctl unmount -b /dev/sdb1 && udisksctl power-off -b /dev/sdb
388,safely remove this external disk,udisksctl unmount -b /dev/sdb1
389,mount that usb stick,udisksctl mount -b /dev/sdb1
390,turn the volume up to 80 percent,pactl set-sink-volume @DEFAULT_SINK@ 80%
391,mute the sound,pactl set-sink-mute @DEFAULT_SINK@ 1
392,unmute audio,pactl set-sink-mute @DEFAULT_SINK@ 0
