#,nl,bash
187,change owner of /var/log/myapp.log to my user,sudo chown $USER:$USER /var/log/myapp.log
188,install certbot for ssl,sudo apt install -y certbot python3-certbot-nginx
189,get a new ssl certificate for my domain,sudo certbot --nginx -d example.com
190,renew all my ssl certificates,sudo certbot renew
191,install vscode it needs admin,sudo apt install -y code
192,install zsh as the shell,sudo apt install -y zsh
193,get the redis server installed,sudo apt install -y redis-server
194,install rabbitmq,sudo apt install -y rabbitmq-server
195,install wireguard vpn,sudo apt install -y wireguard
196,install openvpn package,sudo apt install -y openvpn
197,install fail2ban for security,sudo apt install -y fail2ban
198,install net tools so i have ifconfig,sudo apt install -y net-tools
199,install network manager,sudo apt install -y network-manager
200,get the linux source headers,sudo apt install -y linux-source
201,install nvidia drivers,sudo apt install -y nvidia-driver-535
202,get the gnome desktop,sudo apt install -y ubuntu-desktop
203,install the kde plasma desktop,sudo apt install -y kubuntu-desktop
204,update my system and remove old kernels,sudo apt update && sudo apt full-upgrade -y && sudo apt autoremove --purge -y
205,start the ssh server,sudo systemctl enable --now ssh
206,disable ssh root login,sudo sed -i 's/^#*PermitRootLogin.*/PermitRootLogin no/' /etc/ssh/sshd_config && sudo systemctl reload ssh
207,change the ssh port to 2222,sudo sed -i 's/^#*Port .*/Port 2222/' /etc/ssh/sshd_config && sudo systemctl reload ssh
208,disable ssh password login,sudo sed -i 's/^#*PasswordAuthentication.*/PasswordAuthentication no/' /etc/ssh/sshd_config && sudo systemctl reload ssh
209,trust this self-signed cert system wide,sudo cp ~/Downloads/mycert.crt /usr/local/share/ca-certificates/mycert.crt && sudo update-ca-certificates
210,add this nfs share to fstab so it mounts at boot,echo 'server.example.com:/data /mnt/data nfs defaults 0 0' | sudo tee -a /etc/fstab
211,mount everything in fstab now,sudo mount -a
212,enable ip forwarding,echo 'net.ipv4.ip_forward=1' | sudo tee /etc/sysctl.d/99-ipforward.conf && sudo sysctl --system
213,increase the max file watches,echo 'fs.inotify.max_user_watches=524288' | sudo tee /etc/sysctl.d/99-watches.conf && sudo sysctl --system
214,disable ipv6 system wide,echo 'net.ipv6.conf.all.disable_ipv6=1' | sudo tee /etc/sysctl.d/99-disable-ipv6.conf && sudo sysctl --system
215,remove old kernel versions,sudo apt autoremove --purge -y
216,change a user's home directory,sudo usermod -d /home/newhome -m alice
217,set account expiration for alice,sudo chage -E 2026-12-31 alice
218,force alice to change password on next login,sudo passwd -e alice
219,enable site config in nginx,sudo ln -s /etc/nginx/sites-available/mysite /etc/nginx/sites-enabled/mysite && sudo nginx -t && sudo systemctl reload nginx
220,disable a nginx site,sudo rm /etc/nginx/sites-enabled/oldsite && sudo systemctl reload nginx
221,test the nginx config is valid,sudo nginx -t
222,enable an apache module,sudo a2enmod rewrite && sudo systemctl reload apache2
223,enable apache site config,sudo a2ensite mysite && sudo systemctl reload apache2
224,create a new postgres user,sudo -u postgres createuser alice
225,create a postgres database,sudo -u postgres createdb mydb
226,access the postgres prompt,sudo -u postgres psql
227,reset the mysql root password,sudo mysqladmin -u root password 'newSecurePass123'
228,install vlc via snap,sudo snap install vlc
229,block ssh from a specific ip in hosts.deny,echo 'sshd: 203.0.113.55' | sudo tee -a /etc/hosts.deny
230,trying to save changes to the hosts file and it says read-only,sudo nano /etc/hosts
231,I get permission denied when editing fstab,sudo nano /etc/fstab
232,it won't let me open the ssh config to edit it,sudo nano /etc/ssh/sshd_config
233,can't write to the nginx config file says access denied,sudo nano /etc/nginx/nginx.conf
234,I'm getting read only filesystem error trying to edit crontab,sudo nano /etc/crontab
235,won't let me edit the resolv.conf file,sudo nano /etc/resolv.conf
236,access denied when trying to change the sudoers file,sudo visudo
237,I need to add a line to the hosts file but it won't save,echo '192.168.1.50 myserver.local' | sudo tee -a /etc/hosts
238,can't append my mount entry to fstab it says permission denied,echo '/dev/sdc1 /mnt/backup ext4 defaults 0 2' | sudo tee -a /etc/fstab
239,trying to add a custom DNS server but the file won't save,echo 'nameserver 1.1.1.1' | sudo tee -a /etc/resolv.conf
240,won't let me edit the apache config file,sudo nano /etc/apache2/apache2.conf
241,permission denied trying to edit the postgres config,sudo nano /etc/postgresql/14/main/postgresql.conf
242,I can't modify the mysql config file,sudo nano /etc/mysql/my.cnf
243,it says I can't write to the redis config,sudo nano /etc/redis/redis.conf
244,won't save my changes to the docker daemon config,sudo nano /etc/docker/daemon.json
245,trying to edit the kernel parameters file but it won't let me,sudo nano /etc/sysctl.conf
246,access denied when I try to edit the network interfaces file,sudo nano /etc/network/interfaces
247,I can't write to the netplan yaml file,sudo nano /etc/netplan/01-netcfg.yaml
248,won't let me edit the bash profile in etc,sudo nano /etc/profile
249,the environment file won't save my changes,sudo nano /etc/environment
250,permission denied editing the motd login message,sudo nano /etc/motd
251,I get read-only error on the issue file,sudo nano /etc/issue
252,can't save my changes to the timezone config,sudo nano /etc/timezone
253,trying to update the locale file but no write permission,sudo nano /etc/locale.gen
254,won't let me edit the pam config,sudo nano /etc/pam.d/common-auth
255,"I can't restart nginx, says access denied",sudo systemctl restart nginx
256,the postgres service won't restart for me,sudo systemctl restart postgresql
257,trying to stop redis but says permission denied,sudo systemctl stop redis
258,I can't start the docker service,sudo systemctl start docker
259,ssh service won't restart says I need to be root,sudo systemctl restart sshd
260,I need to enable apache to start on boot but it won't let me,sudo systemctl enable apache2
261,trying to disable the bluetooth service but access denied,sudo systemctl disable bluetooth
262,the mysql service is stuck and I can't restart it,sudo systemctl restart mysql
263,can't reload nginx after editing the config,sudo systemctl reload nginx
264,I want to mask the snap service but no permission,sudo systemctl mask snapd
265,trying to check the status of the firewall service but access denied,sudo systemctl status ufw
266,won't let me start the cron service,sudo systemctl start cron
267,I can't restart the network manager,sudo systemctl restart NetworkManager
268,trying to stop the avahi daemon and it says permission denied,sudo systemctl stop avahi-daemon
269,the containerd service won't restart,sudo systemctl restart containerd
270,I can't reload the systemd daemon,sudo systemctl daemon-reload
271,permission denied trying to install python3,sudo apt install -y python3
272,I get an error saying I need admin rights to install nodejs,sudo apt install -y nodejs
273,can't install git it asks for permission,sudo apt install -y git
274,trying to install docker but says I need to be root,sudo apt install -y docker.io
275,won't let me update the package list,sudo apt update
276,permission denied trying to upgrade the system,sudo apt update && sudo apt upgrade -y
277,I can't install vlc says I need elevated rights,sudo apt install -y vlc
278,trying to remove a package but access denied,sudo apt remove -y firefox
279,I need to install a deb file but it won't let me,sudo dpkg -i ~/Downloads/google-chrome-stable_current_amd64.deb
280,can't install build tools without root permission,sudo apt install -y build-essential
281,won't let me autoremove unused packages,sudo apt autoremove -y
282,permission denied trying to add a new apt repo,sudo add-apt-repository -y ppa:deadsnakes/ppa
283,I can't run apt-get install without sudo error,sudo apt-get install -y htop
284,trying to install snap but it says permission denied,sudo snap install spotify
285,permission denied trying to read the system log,sudo cat /var/log/syslog
286,I can't view the kernel log it says access denied,sudo dmesg
287,won't let me tail the nginx error log,sudo tail -f /var/log/nginx/error.log
288,I get permission denied trying to read the apache access log,sudo tail -n 200 /var/log/apache2/access.log
289,can't open the auth log to see who logged in,sudo cat /var/log/auth.log
290,permission denied reading the mail log,sudo cat /var/log/mail.log
291,I can't see the failed login attempts in the secure log,sudo grep 'Failed password' /var/log/auth.log
292,trying to read the dpkg log but no access,sudo cat /var/log/dpkg.log
293,won't let me view the boot log,sudo cat /var/log/boot.log
294,can't read the journal entries for nginx,sudo journalctl -u nginx
295,access denied trying to follow the systemd journal,sudo journalctl -f
296,permission denied looking at today's journal logs,sudo journalctl --since today
297,I can't see what errors happened during boot,sudo journalctl -b -p err
298,won't let me read the postgres logs,sudo tail -n 100 /var/log/postgresql/postgresql-14-main.log
299,I get permission denied reading the mysql error log,sudo tail -n 100 /var/log/mysql/error.log
300,trying to look at the docker daemon logs but no access,sudo journalctl -u docker
301,can't read the cron log,sudo grep CRON /var/log/syslog
302,won't let me view the fail2ban log,sudo tail -f /var/log/fail2ban.log
303,permission denied trying to clear the syslog,sudo truncate -s 0 /var/log/syslog
304,I can't search the system log for errors,sudo grep -i error /var/log/syslog
305,access denied reading the ufw log,sudo tail -n 100 /var/log/ufw.log
306,trying to see the sshd connection logs,sudo journalctl -u ssh --since '1 hour ago'
307,I get permission denied looking at the apache error log,sudo tail -f /var/log/apache2/error.log
308,won't let me see kernel messages from last boot,sudo journalctl -k -b -1
309,I can't list files in /root,sudo ls -la /root
310,permission denied trying to write to /var/www/html,sudo chown -R $USER:$USER /var/www/html
311,the app can't create files in this folder because it's owned by root,sudo chown -R www-data:www-data /var/app/data
312,I can't make my script executable in /usr/local/bin,sudo chmod +x /usr/local/bin/deploy.sh
313,trying to create a folder in /opt but access denied,sudo mkdir -p /opt/myapp/logs
314,won't let me delete this file owned by root,sudo rm /var/log/old_install.log
315,permission denied trying to copy a file to /etc,sudo cp ~/Documents/myapp.conf /etc/myapp.conf
316,I can't move this file to /usr/local/bin,sudo mv ~/bin/mytool /usr/local/bin/mytool
317,trying to rename a system file but it says read only,sudo mv /etc/oldconfig.conf /etc/newconfig.conf
318,I need to give myself ownership of this directory,sudo chown -R $USER:$USER /opt/myproject
319,the web server can't write to its data folder,sudo chown -R www-data:www-data /var/www/html/uploads
320,won't let me set the right permissions on the ssh keys,sudo chmod 600 /etc/ssh/ssh_host_rsa_key
321,permission denied creating a symlink in /usr/bin,sudo ln -s /opt/myapp/bin/run /usr/local/bin/run
322,I can't make this folder world-readable,sudo chmod -R 755 /opt/myapp/public
323,trying to change the group on /etc/ssl/private but no permission,sudo chgrp ssl-cert /etc/ssl/private
324,I get permission denied moving files to /var/lib,sudo mv ~/data/cache /var/lib/myapp/cache
325,won't let me open port 80 in the firewall,sudo ufw allow 80/tcp
326,I can't open port 443 for HTTPS,sudo ufw allow 443/tcp
327,permission denied trying to enable the firewall,sudo ufw enable
328,trying to allow ssh through the firewall but it says no permission,sudo ufw allow 22/tcp
329,won't let me check the firewall rules,sudo ufw status verbose
330,I can't block an IP address from connecting,sudo ufw deny from 203.0.113.45
331,trying to add an iptables rule for port 3000 but access denied,sudo iptables -A INPUT -p tcp --dport 3000 -j ACCEPT
332,permission denied trying to flush the nat table,sudo iptables -t nat -L
333,I can't see what's listening on the network,sudo netstat -tlnp
334,won't let me bind my server to port 80,sudo setcap 'cap_net_bind_service=+ep' /usr/local/bin/myserver
335,trying to mount my USB drive but access denied,sudo mount /dev/sdb1 /mnt/usb
336,I can't unmount the external drive,sudo umount /mnt/external
337,permission denied trying to format the USB stick,sudo mkfs.ext4 /dev/sdb1
338,won't let me create a new directory under /mnt,sudo mkdir -p /mnt/storage
339,I can't mount the network share it says I need root,sudo mount -t cifs //192.168.1.100/share /mnt/share -o username=alice
340,trying to format the second drive as ntfs but no permission,sudo mkfs.ntfs -f /dev/sdc1
341,I can't see the disk partitions,sudo fdisk -l
342,permission denied trying to run gparted,sudo gparted
343,won't let me check the filesystem on /dev/sda1,sudo fsck /dev/sda1
344,I can't extend the logical volume,sudo lvextend -L +5G /dev/mapper/ubuntu--vg-root
345,trying to mount an iso file but it says permission denied,sudo mount -o loop ~/Downloads/ubuntu-22.04.iso /mnt/iso
346,I get permission denied creating a swap file,sudo fallocate -l 2G /swapfile && sudo chmod 600 /swapfile && sudo mkswap /swapfile && sudo swapon /swapfile
347,won't let me write to the mounted volume,sudo chown -R $USER:$USER /mnt/data
348,I can't add a new user account,sudo useradd -m alice
349,permission denied trying to change someone else's password,sudo passwd bob
350,won't let me delete a user account,sudo userdel -r olduser
351,I can't add myself to the docker group,sudo usermod -aG docker $USER
352,trying to add a user to sudoers but access denied,sudo usermod -aG sudo alice
353,I can't create a new group called developers,sudo groupadd developers
354,won't let me delete a group,sudo groupdel oldgroup
355,I get permission denied trying to lock a user account,sudo passwd -l baduser
356,trying to change my login shell but access denied,sudo chsh -s /bin/zsh $USER
357,won't let me update a user's home directory,sudo usermod -d /home/newalice -m alice
358,I can't see the contents of /etc/shadow,sudo cat /etc/shadow
359,permission denied trying to start apache2,sudo systemctl start apache2
360,I can't stop the apache web server,sudo systemctl stop apache2
361,won't let me reload the apache config,sudo systemctl reload apache2
362,I can't stop nginx says I'm not allowed,sudo systemctl stop nginx
363,trying to start the mysql server but access denied,sudo systemctl start mysql
364,won't let me stop the mysql service,sudo systemctl stop mysql
365,I can't restart elasticsearch,sudo systemctl restart elasticsearch
366,permission denied trying to start mongodb,sudo systemctl start mongod
367,won't let me restart the rabbitmq server,sudo systemctl restart rabbitmq-server
368,I can't start the kubelet service,sudo systemctl start kubelet
369,trying to enable docker on boot but access denied,sudo systemctl enable docker
370,won't let me disable the postfix mail service,sudo systemctl disable postfix
371,I can't install zsh without admin rights,sudo apt install -y zsh
372,trying to install neovim but it says I need elevated privileges,sudo apt install -y neovim
373,won't let me install curl,sudo apt install -y curl
374,permission denied installing tmux,sudo apt install -y tmux
375,I can't install the nginx web server,sudo apt install -y nginx
376,trying to install postgresql but admin permission needed,sudo apt install -y postgresql postgresql-contrib
377,won't let me install python pip,sudo apt install -y python3-pip
378,I can't install ssh server without sudo error,sudo apt install -y openssh-server
379,permission denied trying to install npm,sudo apt install -y npm
380,won't let me install make and gcc,sudo apt install -y gcc make
381,I can't install certbot for ssl,sudo apt install -y certbot python3-certbot-nginx
382,trying to install java but no admin rights,sudo apt install -y openjdk-17-jdk
383,won't let me run apt full-upgrade,sudo apt full-upgrade -y
384,I can't fix broken packages it says permission denied,sudo apt --fix-broken install -y
385,I can't edit the grub config file,sudo nano /etc/default/grub
386,permission denied trying to update grub,sudo update-grub
387,won't let me edit the limits file,sudo nano /etc/security/limits.conf
388,I can't write to the apt sources list,sudo nano /etc/apt/sources.list
389,trying to add a new repo to apt but no permission,echo 'deb https://apt.example.com/ stable main' | sudo tee /etc/apt/sources.list.d/example.list
390,won't let me edit the cron jobs file,sudo crontab -e
391,I need to add a daily cron job but it won't save,echo '0 3 * * * /usr/local/bin/backup.sh' | sudo tee -a /etc/crontab
392,permission denied creating a new cron job file,sudo nano /etc/cron.d/myapp
393,I can't make a script run weekly,sudo cp ~/scripts/weekly_cleanup.sh /etc/cron.weekly/cleanup && sudo chmod +x /etc/cron.weekly/cleanup
394,won't let me edit another user's crontab,sudo crontab -e -u alice
395,trying to view root's cron jobs but access denied,sudo crontab -l
396,I can't add a hostname mapping to my hosts file,echo '10.0.0.5 db.internal' | sudo tee -a /etc/hosts
397,won't let me set a static hostname,sudo hostnamectl set-hostname webserver-01
398,I can't change the system timezone,sudo timedatectl set-timezone America/New_York
